Start_Lat,Start_Lng,Severity_Group
34.22303,-118.248817,Severe (3-4)
37.785542,-122.39138,Severe (3-4)
32.736267,-117.169724,Mild (1-2)
38.658169,-120.969086,Mild (1-2)
37.70225900000001,-121.744728,Severe (3-4)
34.024445,-118.469254,Severe (3-4)
37.620609,-120.966148,Mild (1-2)
38.159138,-120.833031,Mild (1-2)
34.105274,-118.3265,Mild (1-2)
38.631001,-121.52005,Severe (3-4)
33.989197,-118.24115,Mild (1-2)
27.806564,-82.66526800000003,Mild (1-2)
41.964432,-88.09925799999998,Mild (1-2)
33.182590000000005,-116.695976,Mild (1-2)
33.873608000000004,-118.214432,Mild (1-2)
38.679905,-121.339325,Severe (3-4)
41.895610999999995,-87.702232,Mild (1-2)
34.057133,-83.99296600000002,Severe (3-4)
28.560417,-81.128548,Mild (1-2)
37.643707,-122.093231,Severe (3-4)
41.930771,-88.129349,Mild (1-2)
37.39122800000001,-122.06842,Mild (1-2)
33.537464,-117.628372,Mild (1-2)
27.949551,-82.354225,Mild (1-2)
38.276791,-121.499084,Mild (1-2)
38.113052,-122.229935,Severe (3-4)
37.701363,-121.849533,Severe (3-4)
34.106606,-118.25583600000002,Severe (3-4)
37.317966,-121.974167,Mild (1-2)
41.820663,-87.901566,Mild (1-2)
38.79459,-90.219749,Mild (1-2)
41.761711,-87.91561899999998,Mild (1-2)
33.887562,-117.518776,Mild (1-2)
33.741446999999994,-84.41757199999998,Severe (3-4)
34.092171,-117.488846,Mild (1-2)
41.867504,-88.012695,Mild (1-2)
34.157715,-118.37941,Mild (1-2)
28.441805,-82.48005699999999,Mild (1-2)
34.275532,-118.471046,Severe (3-4)
38.596378,-121.443672,Mild (1-2)
37.717979,-121.701424,Severe (3-4)
34.318184,-118.492157,Severe (3-4)
38.728825,-121.364624,Mild (1-2)
34.086838,-84.536415,Severe (3-4)
33.713703,-84.272316,Severe (3-4)
34.066513,-117.509987,Severe (3-4)
34.173649,-118.553482,Mild (1-2)
28.693127,-81.525879,Mild (1-2)
34.019039,-117.739983,Mild (1-2)
34.067368,-117.56398,Severe (3-4)
37.630363,-122.114227,Mild (1-2)
38.641293,-121.456917,Severe (3-4)
29.335913,-81.130966,Severe (3-4)
34.072121,-118.099472,Severe (3-4)
41.876926,-87.627647,Mild (1-2)
33.876289,-118.102577,Mild (1-2)
33.687443,-117.872017,Mild (1-2)
33.643845,-84.400162,Severe (3-4)
28.260971,-81.613251,Severe (3-4)
38.134083,-122.476372,Mild (1-2)
34.077663,-117.998184,Severe (3-4)
34.07185,-118.090599,Severe (3-4)
37.971664,-122.524055,Mild (1-2)
32.812962,-116.961716,Mild (1-2)
25.826122,-80.321884,Mild (1-2)
33.879185,-117.558739,Mild (1-2)
32.936863,-117.11158,Severe (3-4)
34.020247999999995,-117.814972,Mild (1-2)
25.685523999999997,-80.413094,Mild (1-2)
32.730812,-116.96913899999998,Mild (1-2)
38.49609,-121.452232,Mild (1-2)
41.212105,-96.091339,Severe (3-4)
38.560204,-121.47973600000002,Severe (3-4)
33.982327000000005,-84.34164399999997,Mild (1-2)
41.846104,-87.97219100000002,Mild (1-2)
33.994246999999994,-117.90509,Mild (1-2)
34.142757,-118.185654,Mild (1-2)
33.010948,-116.943604,Mild (1-2)
41.259628,-96.012993,Mild (1-2)
33.639171999999995,-81.740425,Severe (3-4)
38.416264,-121.897232,Severe (3-4)
38.269989,-121.302071,Mild (1-2)
27.978571,-82.783638,Mild (1-2)
33.91151,-118.222801,Mild (1-2)
34.064296999999996,-117.968292,Mild (1-2)
33.801033000000004,-84.208099,Mild (1-2)
34.135692999999996,-117.392265,Mild (1-2)
34.312098999999996,-117.475441,Severe (3-4)
34.146767,-118.226112,Mild (1-2)
37.765434,-121.34864,Severe (3-4)
34.523754,-117.31855,Severe (3-4)
32.841961,-117.120003,Mild (1-2)
34.111134,-118.180359,Mild (1-2)
41.806538,-88.167191,Mild (1-2)
34.029841999999995,-117.32959,Mild (1-2)
37.334255,-122.032471,Mild (1-2)
33.790413,-118.099365,Severe (3-4)
28.581581,-81.171974,Mild (1-2)
41.15864600000001,-95.935394,Mild (1-2)
34.292511,-82.347328,Mild (1-2)
34.048103000000005,-117.718552,Mild (1-2)
28.805132,-81.884125,Mild (1-2)
33.825943,-118.24157,Severe (3-4)
37.400574,-122.03569,Mild (1-2)
41.937305,-88.16909,Mild (1-2)
33.872898,-118.342369,Severe (3-4)
32.732105,-117.111771,Severe (3-4)
37.74242,-121.531723,Severe (3-4)
27.446436,-82.493042,Mild (1-2)
41.951309,-88.20591,Mild (1-2)
34.105274,-118.3265,Mild (1-2)
34.063793,-117.286659,Severe (3-4)
37.33255,-122.055733,Mild (1-2)
38.518840999999995,-121.439766,Mild (1-2)
33.490066999999996,-117.143921,Severe (3-4)
33.750877,-116.303795,Mild (1-2)
37.701702,-122.110344,Severe (3-4)
36.464996,-121.38768,Severe (3-4)
34.00885,-118.15858500000002,Severe (3-4)
28.472576,-81.39664499999998,Mild (1-2)
34.275146,-118.536369,Mild (1-2)
41.219742,-96.046806,Mild (1-2)
34.018208,-118.176582,Severe (3-4)
38.683891,-121.457001,Mild (1-2)
34.065304,-117.997604,Severe (3-4)
41.776875,-94.027992,Mild (1-2)
39.112743,-121.632614,Mild (1-2)
37.332706,-121.845428,Mild (1-2)
38.389908,-122.285423,Mild (1-2)
34.149947999999995,-118.088234,Severe (3-4)
28.047534999999996,-82.738541,Mild (1-2)
42.019207,-88.26731099999998,Mild (1-2)
37.66317,-122.465836,Severe (3-4)
33.917103000000004,-118.104568,Severe (3-4)
34.066216,-117.991203,Severe (3-4)
41.988892,-88.146782,Mild (1-2)
33.758434,-84.38758100000003,Mild (1-2)
33.846610999999996,-118.205406,Severe (3-4)
41.78138,-88.205673,Mild (1-2)
37.808498,-122.366852,Severe (3-4)
37.318462,-121.990021,Severe (3-4)
25.80949,-80.321449,Mild (1-2)
33.968478999999995,-117.848892,Mild (1-2)
38.610252,-90.21048,Severe (3-4)
38.465397,-121.371849,Mild (1-2)
34.072376,-118.218956,Severe (3-4)
33.944072999999996,-117.291718,Mild (1-2)
28.513201,-81.347481,Mild (1-2)
33.884048,-118.028969,Severe (3-4)
38.610889,-121.265251,Mild (1-2)
33.103844,-117.092064,Severe (3-4)
33.99942,-117.888077,Mild (1-2)
42.062386,-88.29245,Mild (1-2)
37.852909,-122.492371,Mild (1-2)
34.372791,-117.764694,Mild (1-2)
34.009796,-117.823952,Mild (1-2)
41.658535,-93.775017,Mild (1-2)
37.317024,-121.931206,Mild (1-2)
37.944721,-122.514725,Mild (1-2)
38.076405,-122.231857,Severe (3-4)
34.037144,-118.300369,Severe (3-4)
28.428221,-81.404625,Mild (1-2)
33.973595,-118.078987,Mild (1-2)
33.536945,-84.26299300000002,Severe (3-4)
28.023861,-82.746895,Mild (1-2)
33.181090999999995,-117.332901,Mild (1-2)
38.740799,-120.862236,Mild (1-2)
33.943508,-117.283661,Mild (1-2)
37.559978,-122.034531,Severe (3-4)
33.904263,-118.269508,Mild (1-2)
33.872688000000004,-118.290894,Mild (1-2)
34.059490000000004,-118.001396,Mild (1-2)
33.371506,-117.554405,Severe (3-4)
27.48912,-82.57933,Mild (1-2)
33.638611,-117.728241,Severe (3-4)
38.740185,-120.8144,Mild (1-2)
27.956429999999997,-82.463371,Severe (3-4)
38.646640999999995,-121.376808,Severe (3-4)
38.257587,-122.302536,Mild (1-2)
37.568165,-122.311203,Mild (1-2)
38.087292,-122.21868899999998,Mild (1-2)
38.456692,-121.410385,Mild (1-2)
28.047823,-81.895691,Mild (1-2)
34.058521,-118.177696,Severe (3-4)
32.862328000000005,-117.188004,Severe (3-4)
33.994232000000004,-117.888687,Mild (1-2)
25.781733,-80.32064799999998,Mild (1-2)
33.698814,-117.942352,Severe (3-4)
33.807209,-117.832031,Mild (1-2)
34.046745,-118.2686,Mild (1-2)
34.02832,-118.431313,Severe (3-4)
33.935188000000004,-118.011848,Mild (1-2)
41.880032,-87.985405,Mild (1-2)
38.56369,-121.636627,Mild (1-2)
38.160164,-121.295319,Mild (1-2)
33.327904,-117.162567,Mild (1-2)
32.964542,-117.095551,Severe (3-4)
41.190361,-96.234352,Mild (1-2)
32.701839,-117.120865,Mild (1-2)
28.472382,-81.417496,Mild (1-2)
34.171555,-82.189613,Mild (1-2)
34.039093,-118.439758,Severe (3-4)
37.780056,-122.398621,Severe (3-4)
37.525757,-122.332138,Mild (1-2)
34.119347,-118.009346,Mild (1-2)
25.964096,-80.16555799999998,Severe (3-4)
34.222126,-118.366646,Severe (3-4)
33.968478999999995,-117.848892,Mild (1-2)
34.126102,-117.916023,Severe (3-4)
32.902679,-117.22216,Severe (3-4)
34.101688,-118.316711,Mild (1-2)
33.941364,-118.096634,Severe (3-4)
32.888034999999995,-117.112717,Severe (3-4)
42.014816,-88.336372,Mild (1-2)
37.460377,-122.140938,Mild (1-2)
34.072277,-118.053642,Severe (3-4)
33.961544,-118.36953,Severe (3-4)
27.388547999999997,-82.53151700000002,Mild (1-2)
33.902122,-118.265274,Severe (3-4)
34.072371999999994,-118.07605,Severe (3-4)
25.869213,-80.208313,Severe (3-4)
34.425026,-118.423927,Mild (1-2)
32.788406,-117.113747,Severe (3-4)
34.133472,-117.953835,Severe (3-4)
33.886448,-118.343826,Mild (1-2)
42.1903,-88.101669,Mild (1-2)
37.317436,-121.940193,Severe (3-4)
32.769962,-117.206474,Severe (3-4)
33.717484000000006,-117.792419,Severe (3-4)
27.93782,-82.295502,Mild (1-2)
33.228165000000004,-116.975708,Mild (1-2)
34.04797,-118.266563,Mild (1-2)
33.750458,-118.259445,Mild (1-2)
26.498476,-81.986176,Mild (1-2)
38.841995,-121.188484,Mild (1-2)
42.27898,-88.042358,Mild (1-2)
41.960934,-87.93962900000002,Mild (1-2)
34.491943,-118.198242,Mild (1-2)
33.524208,-81.639107,Mild (1-2)
38.776863,-90.511772,Severe (3-4)
37.701363,-122.119347,Mild (1-2)
26.007736,-80.339996,Severe (3-4)
38.875401,-89.847527,Severe (3-4)
28.187503999999997,-82.453979,Mild (1-2)
38.417725,-122.574966,Mild (1-2)
38.647301,-121.475296,Mild (1-2)
27.852526,-82.664055,Severe (3-4)
34.221706,-118.409081,Mild (1-2)
34.438931,-119.754112,Mild (1-2)
27.990816,-82.721214,Mild (1-2)
33.876095,-118.125191,Mild (1-2)
34.439693,-81.76166500000002,Severe (3-4)
34.390446000000004,-118.596809,Mild (1-2)
26.710936,-80.138725,Mild (1-2)
37.964699,-122.324921,Severe (3-4)
28.34697700000001,-81.664299,Mild (1-2)
41.904694,-88.01773100000004,Mild (1-2)
41.259777,-95.881859,Mild (1-2)
34.201111,-118.473412,Severe (3-4)
34.20583,-118.982857,Mild (1-2)
34.443768,-116.967682,Mild (1-2)
27.981607,-82.384354,Severe (3-4)
41.982075,-87.792603,Mild (1-2)
38.392502,-121.928497,Severe (3-4)
33.651676,-82.061142,Mild (1-2)
34.017483,-118.173492,Severe (3-4)
33.928162,-118.238976,Severe (3-4)
33.978611,-118.127716,Severe (3-4)
37.926567,-122.054672,Mild (1-2)
33.831593,-118.287476,Severe (3-4)
34.007008,-117.964394,Mild (1-2)
33.089455,-117.301628,Severe (3-4)
39.205143,-121.205101,Mild (1-2)
27.960751,-82.708946,Mild (1-2)
37.25046500000001,-121.910301,Mild (1-2)
39.763615,-84.142586,Mild (1-2)
25.789072,-80.204353,Severe (3-4)
41.241386,-95.991547,Mild (1-2)
34.47517,-82.652946,Mild (1-2)
38.503555,-90.338707,Severe (3-4)
34.152473,-118.1213,Severe (3-4)
34.005699,-117.960114,Mild (1-2)
38.189213,-121.335518,Mild (1-2)
27.896685,-82.724823,Mild (1-2)
33.871582000000004,-118.008194,Severe (3-4)
34.408371,-119.549454,Mild (1-2)
34.029057,-118.21875,Mild (1-2)
34.068695,-117.839516,Severe (3-4)
38.496033,-121.426735,Mild (1-2)
28.372732,-81.244499,Mild (1-2)
38.358131,-122.769623,Mild (1-2)
27.96789,-82.753807,Mild (1-2)
38.605675,-121.507339,Severe (3-4)
28.566865999999997,-81.20766400000002,Mild (1-2)
37.929001,-122.057755,Mild (1-2)
32.748695,-117.12233700000002,Severe (3-4)
33.974022,-118.236824,Mild (1-2)
28.331217,-82.688721,Mild (1-2)
37.701508,-121.922577,Severe (3-4)
33.936508,-84.159424,Severe (3-4)
37.923428,-122.359985,Severe (3-4)
34.311797999999996,-117.47506,Mild (1-2)
33.7593,-84.50544000000002,Mild (1-2)
32.743526,-117.186569,Mild (1-2)
37.835564,-122.295456,Severe (3-4)
34.190826,-118.135696,Mild (1-2)
34.074894,-117.75006100000002,Severe (3-4)
33.858276000000004,-118.21958899999998,Mild (1-2)
41.789364,-87.916985,Mild (1-2)
26.011003,-80.166901,Severe (3-4)
32.743015,-116.934242,Mild (1-2)
33.73259,-117.813477,Severe (3-4)
37.695263,-122.052513,Mild (1-2)
37.590282,-122.36176299999998,Mild (1-2)
38.6064,-121.443878,Mild (1-2)
38.704079,-121.312958,Severe (3-4)
34.156662,-118.414597,Mild (1-2)
33.853806,-117.928726,Mild (1-2)
28.315448999999997,-80.744675,Mild (1-2)
34.030308000000005,-117.697487,Mild (1-2)
34.017421999999996,-118.143173,Mild (1-2)
28.818869,-81.77350600000003,Mild (1-2)
32.647251000000004,-116.930901,Mild (1-2)
33.132003999999995,-117.105545,Severe (3-4)
37.824413,-122.268509,Severe (3-4)
38.617306,-121.34136200000002,Mild (1-2)
41.212692,-95.976395,Mild (1-2)
27.496149,-82.64044200000002,Mild (1-2)
33.822303999999995,-84.359154,Severe (3-4)
28.436077,-81.392372,Mild (1-2)
27.441093,-82.45920600000002,Severe (3-4)
37.333767,-122.064621,Severe (3-4)
34.070484,-117.396103,Mild (1-2)
33.756657000000004,-118.019341,Severe (3-4)
38.004726,-121.351608,Severe (3-4)
33.987499,-118.13755,Severe (3-4)
37.693237,-122.052116,Severe (3-4)
37.694283,-122.123894,Mild (1-2)
32.727219,-117.071442,Mild (1-2)
38.191338,-120.829025,Mild (1-2)
37.992344,-121.252716,Mild (1-2)
37.405899,-121.910378,Severe (3-4)
37.824455,-122.313889,Severe (3-4)
28.478745,-81.449173,Severe (3-4)
38.560368,-121.365189,Mild (1-2)
28.069239000000003,-82.447014,Mild (1-2)
33.584171000000005,-117.627724,Mild (1-2)
38.505768,-90.67717,Severe (3-4)
27.893883,-82.679466,Mild (1-2)
37.688747,-122.135323,Severe (3-4)
41.50621,-87.577499,Mild (1-2)
37.367882,-121.923714,Mild (1-2)
32.157101000000004,-83.754951,Severe (3-4)
37.695384999999995,-122.073692,Mild (1-2)
